Setting,Exposure,Theta_A,Seed,Article,t,N,B,A
network,half,0.5,48,a,9,0,0,0
network,half,0.5,49,a,0,69,0,69
network,half,0.5,49,a,1,34,2,32
network,half,0.5,49,a,2,29,0,29
network,half,0.5,49,a,3,11,2,9
network,half,0.5,49,a,4,1,0,1
network,half,0.5,49,a,5,0,0,0
network,half,0.5,49,a,6,0,0,0
network,half,0.5,49,a,7,0,0,0
network,half,0.5,49,a,8,0,0,0
network,half,0.5,49,a,9,0,0,0
network,half,0.5,50,a,0,69,0,69
network,half,0.5,50,a,1,28,2,26
network,half,0.5,50,a,2,15,2,13
network,half,0.5,50,a,3,14,3,11
network,half,0.5,50,a,4,5,0,5
network,half,0.5,50,a,5,2,0,2
network,half,0.5,50,a,6,1,0,1
network,half,0.5,50,a,7,0,0,0
network,half,0.5,50,a,8,0,0,0
network,half,0.5,50,a,9,0,0,0
network,half,0.5,51,a,0,69,0,69
network,half,0.5,51,a,1,30,0,30
network,half,0.5,51,a,2,13,2,11
network,half,0.5,51,a,3,4,1,3
network,half,0.5,51,a,4,2,0,2
network,half,0.5,51,a,5,0,0,0
network,half,0.5,51,a,6,0,0,0
network,half,0.5,51,a,7,0,0,0
network,half,0.5,51,a,8,0,0,0
network,half,0.5,51,a,9,0,0,0
network,half,0.5,52,a,0,69,0,69
network,half,0.5,52,a,1,30,2,28
network,half,0.5,52,a,2,19,4,15
network,half,0.5,52,a,3,11,2,9
network,half,0.5,52,a,4,7,0,7
network,half,0.5,52,a,5,2,0,2
network,half,0.5,52,a,6,0,0,0
network,half,0.5,52,a,7,0,0,0
network,half,0.5,52,a,8,0,0,0
network,half,0.5,52,a,9,0,0,0
network,half,0.5,53,a,0,69,0,69
network,half,0.5,53,a,1,41,1,40
network,half,0.5,53,a,2,21,2,19
network,half,0.5,53,a,3,10,0,10
network,half,0.5,53,a,4,0,0,0
network,half,0.5,53,a,5,0,0,0
network,half,0.5,53,a,6,0,0,0
network,half,0.5,53,a,7,0,0,0
network,half,0.5,53,a,8,0,0,0
network,half,0.5,53,a,9,0,0,0
network,half,0.5,54,a,0,69,0,69
network,half,0.5,54,a,1,36,4,32
network,half,0.5,54,a,2,21,2,19
network,half,0.5,54,a,3,15,3,12
network,half,0.5,54,a,4,4,0,4
network,half,0.5,54,a,5,4,1,3
network,half,0.5,54,a,6,0,0,0
network,half,0.5,54,a,7,0,0,0
network,half,0.5,54,a,8,0,0,0
network,half,0.5,54,a,9,0,0,0
network,half,0.5,55,a,0,69,0,69
network,half,0.5,55,a,1,46,2,44
network,half,0.5,55,a,2,32,2,30
network,half,0.5,55,a,3,8,1,7
network,half,0.5,55,a,4,3,0,3
network,half,0.5,55,a,5,1,0,1
network,half,0.5,55,a,6,0,0,0
network,half,0.5,55,a,7,0,0,0
network,half,0.5,55,a,8,0,0,0
network,half,0.5,55,a,9,0,0,0
network,half,0.5,56,a,0,69,0,69
network,half,0.5,56,a,1,32,4,28
network,half,0.5,56,a,2,27,2,25
network,half,0.5,56,a,3,9,0,9
network,half,0.5,56,a,4,3,1,2
network,half,0.5,56,a,5,0,0,0
network,half,0.5,56,a,6,0,0,0
network,half,0.5,56,a,7,0,0,0
network,half,0.5,56,a,8,0,0,0
network,half,0.5,56,a,9,0,0,0
network,half,0.5,57,a,0,69,0,69
network,half,0.5,57,a,1,38,3,35
network,half,0.5,57,a,2,21,3,18
network,half,0.5,57,a,3,9,2,7
network,half,0.5,57,a,4,4,0,4
network,half,0.5,57,a,5,0,0,0
network,half,0.5,57,a,6,0,0,0
network,half,0.5,57,a,7,0,0,0
network,half,0.5,57,a,8,0,0,0
network,half,0.5,57,a,9,0,0,0
network,half,0.5,58,a,0,69,0,69
network,half,0.5,58,a,1,40,3,37
network,half,0.5,58,a,2,23,1,22
network,half,0.5,58,a,3,6,0,6
network,half,0.5,58,a,4,1,0,1
network,half,0.5,58,a,5,1,1,0
network,half,0.5,58,a,6,0,0,0
network,half,0.5,58,a,7,0,0,0
network,half,0.5,58,a,8,0,0,0
network,half,0.5,58,a,9,0,0,0
network,half,0.5,59,a,0,69,0,69
network,half,0.5,59,a,1,26,2,24
network,half,0.5,59,a,2,21,0,21
network,half,0.5,59,a,3,12,0,12
network,half,0.5,59,a,4,2,0,2
network,half,0.5,59,a,5,0,0,0
network,half,0.5,59,a,6,0,0,0
network,half,0.5,59,a,7,0,0,0
network,half,0.5,59,a,8,0,0,0
network,half,0.5,59,a,9,0,0,0
network,half,0.5,60,a,0,69,0,69
network,half,0.5,60,a,1,35,1,34
network,half,0.5,60,a,2,22,3,19
network,half,0.5,60,a,3,7,0,7
network,half,0.5,60,a,4,7,0,7
network,half,0.5,60,a,5,0,0,0
network,half,0.5,60,a,6,0,0,0
network,half,0.5,60,a,7,0,0,0
network,half,0.5,60,a,8,0,0,0
network,half,0.5,60,a,9,0,0,0
network,half,0.5,61,a,0,69,0,69
network,half,0.5,61,a,1,30,1,29
network,half,0.5,61,a,2,24,1,23
network,half,0.5,61,a,3,17,0,17
network,half,0.5,61,a,4,5,2,3
network,half,0.5,61,a,5,0,0,0
network,half,0.5,61,a,6,0,0,0
network,half,0.5,61,a,7,0,0,0
network,half,0.5,61,a,8,0,0,0
network,half,0.5,61,a,9,0,0,0
network,half,0.5,62,a,0,69,0,69
network,half,0.5,62,a,1,27,1,26
network,half,0.5,62,a,2,16,0,16
network,half,0.5,62,a,3,17,1,16
network,half,0.5,62,a,4,9,1,8
network,half,0.5,62,a,5,1,0,1
network,half,0.5,62,a,6,0,0,0
network,half,0.5,62,a,7,0,0,0
network,half,0.5,62,a,8,0,0,0
network,half,0.5,62,a,9,0,0,0
network,half,0.5,63,a,0,69,0,69
network,half,0.5,63,a,1,32,2,30
network,half,0.5,63,a,2,30,3,27
network,half,0.5,63,a,3,14,1,13
network,half,0.5,63,a,4,3,0,3
network,half,0.5,63,a,5,0,0,0
network,half,0.5,63,a,6,0,0,0
network,half,0.5,63,a,7,0,0,0
network,half,0.5,63,a,8,0,0,0
network,half,0.5,63,a,9,0,0,0
network,half,0.5,64,a,0,69,0,69
network,half,0.5,64,a,1,44,4,40
network,half,0.5,64,a,2,28,2,26
network,half,0.5,64,a,3,20,5,15
network,half,0.5,64,a,4,1,0,1
network,half,0.5,64,a,5,0,0,0
network,half,0.5,64,a,6,0,0,0
network,half,0.5,64,a,7,0,0,0
network,half,0.5,64,a,8,0,0,0
network,half,0.5,64,a,9,0,0,0
network,half,0.5,65,a,0,69,0,69
network,half,0.5,65,a,1,24,0,24
network,half,0.5,65,a,2,22,4,18
network,half,0.5,65,a,3,7,1,6
network,half,0.5,65,a,4,3,0,3
network,half,0.5,65,a,5,3,0,3
network,half,0.5,65,a,6,0,0,0
network,half,0.5,65,a,7,0,0,0
network,half,0.5,65,a,8,0,0,0
network,half,0.5,65,a,9,0,0,0
network,half,0.5,66,a,0,69,0,69
network,half,0.5,66,a,1,35,4,31
network,half,0.5,66,a,2,21,2,19
network,half,0.5,66,a,3,7,2,5
network,half,0.5,66,a,4,4,0,4
network,half,0.5,66,a,5,2,0,2
network,half,0.5,66,a,6,0,0,0
network,half,0.5,66,a,7,0,0,0
network,half,0.5,66,a,8,0,0,0
network,half,0.5,66,a,9,0,0,0
network,half,0.5,67,a,0,69,0,69
network,half,0.5,67,a,1,32,1,31
network,half,0.5,67,a,2,18,0,18
network,half,0.5,67,a,3,9,0,9
network,half,0.5,67,a,4,5,0,5
network,half,0.5,67,a,5,1,0,1
network,half,0.5,67,a,6,0,0,0
network,half,0.5,67,a,7,0,0,0
network,half,0.5,67,a,8,0,0,0
network,half,0.5,67,a,9,0,0,0
network,half,0.5,68,a,0,69,0,69
network,half,0.5,68,a,1,32,3,29
network,half,0.5,68,a,2,26,6,20
network,half,0.5,68,a,3,25,18,7
network,half,0.5,68,a,4,35,31,4
network,half,0.5,68,a,5,42,40,2
network,half,0.5,68,a,6,32,30,2
network,half,0.5,68,a,7,18,17,1
network,half,0.5,68,a,8,10,10,0
network,half,0.5,68,a,9,3,3,0
network,half,0.5,69,a,0,69,0,69
network,half,0.5,69,a,1,30,3,27
network,half,0.5,69,a,2,24,3,21
network,half,0.5,69,a,3,14,2,12
network,half,0.5,69,a,4,5,1,4
network,half,0.5,69,a,5,1,1,0
network,half,0.5,69,a,6,0,0,0
network,half,0.5,69,a,7,0,0,0
network,half,0.5,69,a,8,0,0,0
network,half,0.5,69,a,9,0,0,0
network,half,0.5,70,a,0,69,0,69
network,half,0.5,70,a,1,48,4,44
network,half,0.5,70,a,2,20,2,18
network,half,0.5,70,a,3,11,4,7
network,half,0.5,70,a,4,5,5,0
network,half,0.5,70,a,5,0,0,0
network,half,0.5,70,a,6,0,0,0
network,half,0.5,70,a,7,0,0,0
network,half,0.5,70,a,8,0,0,0
network,half,0.5,70,a,9,0,0,0
network,half,0.5,71,a,0,69,0,69
network,half,0.5,71,a,1,30,2,28
network,half,0.5,71,a,2,16,1,15
network,half,0.5,71,a,3,11,0,11
network,half,0.5,71,a,4,2,1,1
network,half,0.5,71,a,5,1,1,0
network,half,0.5,71,a,6,0,0,0
network,half,0.5,71,a,7,0,0,0
network,half,0.5,71,a,8,0,0,0
network,half,0.5,71,a,9,0,0,0
network,half,0.5,72,a,0,69,0,69
network,half,0.5,72,a,1,40,3,37
network,half,0.5,72,a,2,20,1,19
network,half,0.5,72,a,3,8,0,8
network,half,0.5,72,a,4,5,2,3
network,half,0.5,72,a,5,2,0,2
network,half,0.5,72,a,6,2,0,2
network,half,0.5,72,a,7,2,0,2
network,half,0.5,72,a,8,0,0,0
network,half,0.5,72,a,9,0,0,0
network,half,0.5,73,a,0,69,0,69
network,half,0.5,73,a,1,38,2,36
network,half,0.5,73,a,2,28,4,24
network,half,0.5,73,a,3,11,3,8
network,half,0.5,73,a,4,6,2,4
network,half,0.5,73,a,5,1,0,1
network,half,0.5,73,a,6,1,0,1
network,half,0.5,73,a,7,0,0,0
network,half,0.5,73,a,8,0,0,0
network,half,0.5,73,a,9,0,0,0
network,half,0.5,74,a,0,69,0,69
network,half,0.5,74,a,1,42,2,40
network,half,0.5,74,a,2,25,3,22
network,half,0.5,74,a,3,8,0,8
network,half,0.5,74,a,4,0,0,0
network,half,0.5,74,a,5,0,0,0
network,half,0.5,74,a,6,0,0,0
network,half,0.5,74,a,7,0,0,0
network,half,0.5,74,a,8,0,0,0
network,half,0.5,74,a,9,0,0,0
network,half,0.5,75,a,0,69,0,69
network,half,0.5,75,a,1,35,1,34
network,half,0.5,75,a,2,20,1,19
network,half,0.5,75,a,3,13,0,13
network,half,0.5,75,a,4,7,1,6
network,half,0.5,75,a,5,0,0,0
network,half,0.5,75,a,6,0,0,0
network,half,0.5,75,a,7,0,0,0
network,half,0.5,75,a,8,0,0,0
network,half,0.5,75,a,9,0,0,0
network,half,0.5,76,a,0,69,0,69
network,half,0.5,76,a,1,46,2,44
network,half,0.5,76,a,2,15,2,13
network,half,0.5,76,a,3,6,2,4
network,half,0.5,76,a,4,3,1,2
network,half,0.5,76,a,5,1,0,1
network,half,0.5,76,a,6,0,0,0
network,half,0.5,76,a,7,0,0,0
network,half,0.5,76,a,8,0,0,0
network,half,0.5,76,a,9,0,0,0
network,half,0.5,77,a,0,69,0,69
network,half,0.5,77,a,1,35,1,34
network,half,0.5,77,a,2,27,1,26
network,half,0.5,77,a,3,9,1,8
network,half,0.5,77,a,4,3,2,1
network,half,0.5,77,a,5,1,1,0
network,half,0.5,77,a,6,0,0,0
network,half,0.5,77,a,7,0,0,0
network,half,0.5,77,a,8,0,0,0
network,half,0.5,77,a,9,0,0,0
network,half,0.5,78,a,0,69,0,69
network,half,0.5,78,a,1,39,4,35
network,half,0.5,78,a,2,27,2,25
network,half,0.5,78,a,3,11,1,10
network,half,0.5,78,a,4,2,0,2
network,half,0.5,78,a,5,1,0,1
network,half,0.5,78,a,6,0,0,0
network,half,0.5,78,a,7,0,0,0
network,half,0.5,78,a,8,0,0,0
network,half,0.5,78,a,9,0,0,0
network,half,0.5,79,a,0,69,0,69
network,half,0.5,79,a,1,35,1,34
network,half,0.5,79,a,2,25,0,25
network,half,0.5,79,a,3,5,1,4
network,half,0.5,79,a,4,2,1,1
network,half,0.5,79,a,5,0,0,0
network,half,0.5,79,a,6,0,0,0
network,half,0.5,79,a,7,0,0,0
network,half,0.5,79,a,8,0,0,0
network,half,0.5,79,a,9,0,0,0
network,half,0.5,80,a,0,69,0,69
network,half,0.5,80,a,1,33,1,32
network,half,0.5,80,a,2,20,0,20
network,half,0.5,80,a,3,12,0,12
network,half,0.5,80,a,4,6,0,6
network,half,0.5,80,a,5,0,0,0
network,half,0.5,80,a,6,0,0,0
network,half,0.5,80,a,7,0,0,0
network,half,0.5,80,a,8,0,0,0
network,half,0.5,80,a,9,0,0,0
network,half,0.5,81,a,0,69,0,69
network,half,0.5,81,a,1,36,1,35
network,half,0.5,81,a,2,18,1,17
network,half,0.5,81,a,3,11,0,11
network,half,0.5,81,a,4,4,1,3
network,half,0.5,81,a,5,5,1,4
network,half,0.5,81,a,6,2,0,2
network,half,0.5,81,a,7,2,0,2
network,half,0.5,81,a,8,1,0,1
network,half,0.5,81,a,9,0,0,0
network,half,0.5,82,a,0,69,0,69
network,half,0.5,82,a,1,37,3,34
network,half,0.5,82,a,2,16,1,15
network,half,0.5,82,a,3,5,0,5
network,half,0.5,82,a,4,1,0,1
network,half,0.5,82,a,5,0,0,0
network,half,0.5,82,a,6,0,0,0
network,half,0.5,82,a,7,0,0,0
network,half,0.5,82,a,8,0,0,0
network,half,0.5,82,a,9,0,0,0
network,half,0.5,83,a,0,69,0,69
network,half,0.5,83,a,1,39,2,37
network,half,0.5,83,a,2,26,2,24
network,half,0.5,83,a,3,9,2,7
network,half,0.5,83,a,4,1,0,1
network,half,0.5,83,a,5,0,0,0
network,half,0.5,83,a,6,0,0,0
network,half,0.5,83,a,7,0,0,0
network,half,0.5,83,a,8,0,0,0
network,half,0.5,83,a,9,0,0,0
network,half,0.5,84,a,0,69,0,69
network,half,0.5,84,a,1,26,4,22
network,half,0.5,84,a,2,22,2,20
network,half,0.5,84,a,3,21,2,19
network,half,0.5,84,a,4,6,0,6
network,half,0.5,84,a,5,2,0,2
network,half,0.5,84,a,6,2,1,1
network,half,0.5,84,a,7,0,0,0
network,half,0.5,84,a,8,0,0,0
network,half,0.5,84,a,9,0,0,0
network,half,0.5,85,a,0,69,0,69
network,half,0.5,85,a,1,54,4,50
network,half,0.5,85,a,2,19,0,19
network,half,0.5,85,a,3,2,0,2
network,half,0.5,85,a,4,0,0,0
network,half,0.5,85,a,5,0,0,0
network,half,0.5,85,a,6,0,0,0
network,half,0.5,85,a,7,0,0,0
network,half,0.5,85,a,8,0,0,0
network,half,0.5,85,a,9,0,0,0
network,half,0.5,86,a,0,69,0,69
network,half,0.5,86,a,1,34,0,34
network,half,0.5,86,a,2,15,1,14
network,half,0.5,86,a,3,6,0,6
network,half,0.5,86,a,4,0,0,0
network,half,0.5,86,a,5,0,0,0
network,half,0.5,86,a,6,0,0,0
network,half,0.5,86,a,7,0,0,0
network,half,0.5,86,a,8,0,0,0
network,half,0.5,86,a,9,0,0,0
network,half,0.5,87,a,0,69,0,69
network,half,0.5,87,a,1,30,2,28
network,half,0.5,87,a,2,22,0,22
network,half,0.5,87,a,3,12,0,12
network,half,0.5,87,a,4,10,2,8
network,half,0.5,87,a,5,5,1,4
network,half,0.5,87,a,6,2,0,2
network,half,0.5,87,a,7,0,0,0
network,half,0.5,87,a,8,0,0,0
network,half,0.5,87,a,9,0,0,0
network,half,0.5,88,a,0,69,0,69
network,half,0.5,88,a,1,33,1,32
network,half,0.5,88,a,2,23,2,21
network,half,0.5,88,a,3,11,2,9
network,half,0.5,88,a,4,4,1,3
network,half,0.5,88,a,5,0,0,0
network,half,0.5,88,a,6,0,0,0
network,half,0.5,88,a,7,0,0,0
network,half,0.5,88,a,8,0,0,0
network,half,0.5,88,a,9,0,0,0
network,half,0.5,89,a,0,69,0,69
network,half,0.5,89,a,1,37,3,34
network,half,0.5,89,a,2,12,0,12
network,half,0.5,89,a,3,10,1,9
network,half,0.5,89,a,4,9,0,9
network,half,0.5,89,a,5,2,0,2
network,half,0.5,89,a,6,0,0,0
network,half,0.5,89,a,7,0,0,0
network,half,0.5,89,a,8,0,0,0
network,half,0.5,89,a,9,0,0,0
network,half,0.5,90,a,0,69,0,69
network,half,0.5,90,a,1,34,2,32
network,half,0.5,90,a,2,24,3,21
network,half,0.5,90,a,3,14,2,12
network,half,0.5,90,a,4,3,0,3
network,half,0.5,90,a,5,0,0,0
network,half,0.5,90,a,6,0,0,0
network,half,0.5,90,a,7,0,0,0
network,half,0.5,90,a,8,0,0,0
network,half,0.5,90,a,9,0,0,0
network,half,0.5,91,a,0,69,0,69
network,half,0.5,91,a,1,38,2,36
network,half,0.5,91,a,2,31,9,22
network,half,0.5,91,a,3,7,2,5
network,half,0.5,91,a,4,1,0,1
network,half,0.5,91,a,5,1,0,1
network,half,0.5,91,a,6,0,0,0
network,half,0.5,91,a,7,0,0,0
network,half,0.5,91,a,8,0,0,0
network,half,0.5,91,a,9,0,0,0
network,half,0.5,92,a,0,69,0,69
network,half,0.5,92,a,1,32,3,29
network,half,0.5,92,a,2,23,3,20
network,half,0.5,92,a,3,13,4,9
network,half,0.5,92,a,4,2,1,1
network,half,0.5,92,a,5,0,0,0
network,half,0.5,92,a,6,0,0,0
network,half,0.5,92,a,7,0,0,0
network,half,0.5,92,a,8,0,0,0
network,half,0.5,92,a,9,0,0,0
network,half,0.5,93,a,0,69,0,69
network,half,0.5,93,a,1,31,1,30
network,half,0.5,93,a,2,26,2,24
network,half,0.5,93,a,3,14,2,12
network,half,0.5,93,a,4,5,1,4
network,half,0.5,93,a,5,3,2,1
network,half,0.5,93,a,6,1,1,0
network,half,0.5,93,a,7,0,0,0
network,half,0.5,93,a,8,0,0,0
network,half,0.5,93,a,9,0,0,0
network,half,0.5,94,a,0,69,0,69
network,half,0.5,94,a,1,46,1,45
network,half,0.5,94,a,2,19,1,18
network,half,0.5,94,a,3,9,2,7
network,half,0.5,94,a,4,3,2,1
network,half,0.5,94,a,5,0,0,0
network,half,0.5,94,a,6,0,0,0
network,half,0.5,94,a,7,0,0,0
network,half,0.5,94,a,8,0,0,0
network,half,0.5,94,a,9,0,0,0
network,half,0.5,95,a,0,69,0,69
network,half,0.5,95,a,1,26,0,26
network,half,0.5,95,a,2,20,1,19
network,half,0.5,95,a,3,12,0,12
network,half,0.5,95,a,4,4,1,3
network,half,0.5,95,a,5,1,1,0
network,half,0.5,95,a,6,1,1,0
network,half,0.5,95,a,7,0,0,0
network,half,0.5,95,a,8,0,0,0
network,half,0.5,95,a,9,0,0,0
network,half,0.5,96,a,0,69,0,69
network,half,0.5,96,a,1,27,0,27
network,half,0.5,96,a,2,24,1,23
network,half,0.5,96,a,3,16,3,13
network,half,0.5,96,a,4,7,0,7
network,half,0.5,96,a,5,3,1,2
network,half,0.5,96,a,6,1,0,1
network,half,0.5,96,a,7,0,0,0
network,half,0.5,96,a,8,0,0,0
network,half,0.5,96,a,9,0,0,0
network,half,0.5,97,a,0,69,0,69
network,half,0.5,97,a,1,41,3,38
network,half,0.5,97,a,2,23,2,21
network,half,0.5,97,a,3,11,1,10
network,half,0.5,97,a,4,3,1,2
network,half,0.5,97,a,5,3,2,1
network,half,0.5,97,a,6,2,2,0
network,half,0.5,97,a,7,0,0,0
network,half,0.5,97,a,8,0,0,0
network,half,0.5,97,a,9,0,0,0
network,half,0.5,98,a,0,69,0,69
network,half,0.5,98,a,1,34,1,33
network,half,0.5,98,a,2,23,3,20
network,half,0.5,98,a,3,6,1,5
network,half,0.5,98,a,4,2,1,1
network,half,0.5,98,a,5,1,1,0
network,half,0.5,98,a,6,0,0,0
network,half,0.5,98,a,7,0,0,0
network,half,0.5,98,a,8,0,0,0
network,half,0.5,98,a,9,0,0,0
network,half,0.5,99,a,0,69,0,69
network,half,0.5,99,a,1,32,2,30
network,half,0.5,99,a,2,28,1,27
network,half,0.5,99,a,3,9,1,8
network,half,0.5,99,a,4,1,0,1
network,half,0.5,99,a,5,1,1,0
network,half,0.5,99,a,6,0,0,0
network,half,0.5,99,a,7,0,0,0
network,half,0.5,99,a,8,0,0,0
network,half,0.5,99,a,9,0,0,0
network,half,0.5,0,b,0,69,69,0
network,half,0.5,0,b,1,89,88,1
network,half,0.5,0,b,2,42,41,1
network,half,0.5,0,b,3,12,12,0
network,half,0.5,0,b,4,4,4,0
network,half,0.5,0,b,5,1,1,0
network,half,0.5,0,b,6,0,0,0
network,half,0.5,0,b,7,0,0,0
network,half,0.5,0,b,8,0,0,0
network,half,0.5,0,b,9,0,0,0
network,half,0.5,1,b,0,69,69,0
network,half,0.5,1,b,1,76,73,3
network,half,0.5,1,b,2,53,51,2
network,half,0.5,1,b,3,9,9,0
network,half,0.5,1,b,4,1,1,0
network,half,0.5,1,b,5,0,0,0
network,half,0.5,1,b,6,0,0,0
network,half,0.5,1,b,7,0,0,0
network,half,0.5,1,b,8,0,0,0
network,half,0.5,1,b,9,0,0,0
network,half,0.5,2,b,0,69,69,0
network,half,0.5,2,b,1,72,72,0
network,half,0.5,2,b,2,56,54,2
network,half,0.5,2,b,3,19,17,2
network,half,0.5,2,b,4,2,2,0
network,half,0.5,2,b,5,0,0,0
network,half,0.5,2,b,6,0,0,0
network,half,0.5,2,b,7,0,0,0
network,half,0.5,2,b,8,0,0,0
network,half,0.5,2,b,9,0,0,0
network,half,0.5,3,b,0,69,69,0
network,half,0.5,3,b,1,75,74,1
network,half,0.5,3,b,2,48,45,3
network,half,0.5,3,b,3,14,14,0
network,half,0.5,3,b,4,0,0,0
network,half,0.5,3,b,5,0,0,0
network,half,0.5,3,b,6,0,0,0
network,half,0.5,3,b,7,0,0,0
network,half,0.5,3,b,8,0,0,0
network,half,0.5,3,b,9,0,0,0
network,half,0.5,4,b,0,69,69,0
network,half,0.5,4,b,1,73,71,2
network,half,0.5,4,b,2,46,45,1
network,half,0.5,4,b,3,16,14,2
network,half,0.5,4,b,4,1,1,0
network,half,0.5,4,b,5,0,0,0
network,half,0.5,4,b,6,0,0,0
network,half,0.5,4,b,7,0,0,0
network,half,0.5,4,b,8,0,0,0
network,half,0.5,4,b,9,0,0,0
network,half,0.5,5,b,0,69,69,0
network,half,0.5,5,b,1,72,72,0
network,half,0.5,5,b,2,52,51,1
network,half,0.5,5,b,3,15,14,1
network,half,0.5,5,b,4,2,2,0
network,half,0.5,5,b,5,0,0,0
network,half,0.5,5,b,6,0,0,0
network,half,0.5,5,b,7,0,0,0
network,half,0.5,5,b,8,0,0,0
network,half,0.5,5,b,9,0,0,0
network,half,0.5,6,b,0,69,69,0
network,half,0.5,6,b,1,67,66,1
network,half,0.5,6,b,2,52,52,0
network,half,0.5,6,b,3,13,12,1
network,half,0.5,6,b,4,2,2,0
network,half,0.5,6,b,5,0,0,0
network,half,0.5,6,b,6,0,0,0
network,half,0.5,6,b,7,0,0,0
network,half,0.5,6,b,8,0,0,0
network,half,0.5,6,b,9,0,0,0
network,half,0.5,7,b,0,69,69,0
network,half,0.5,7,b,1,68,66,2
network,half,0.5,7,b,2,53,53,0
network,half,0.5,7,b,3,15,14,1
network,half,0.5,7,b,4,2,2,0
network,half,0.5,7,b,5,0,0,0
network,half,0.5,7,b,6,0,0,0
network,half,0.5,7,b,7,0,0,0
network,half,0.5,7,b,8,0,0,0
network,half,0.5,7,b,9,0,0,0
network,half,0.5,8,b,0,69,69,0
network,half,0.5,8,b,1,73,71,2
network,half,0.5,8,b,2,52,50,2
network,half,0.5,8,b,3,12,12,0
network,half,0.5,8,b,4,1,0,1
network,half,0.5,8,b,5,0,0,0
network,half,0.5,8,b,6,0,0,0
network,half,0.5,8,b,7,0,0,0
network,half,0.5,8,b,8,0,0,0
network,half,0.5,8,b,9,0,0,0
network,half,0.5,9,b,0,69,69,0
network,half,0.5,9,b,1,67,65,2
network,half,0.5,9,b,2,43,42,1
network,half,0.5,9,b,3,19,17,2
network,half,0.5,9,b,4,5,5,0
network,half,0.5,9,b,5,0,0,0
network,half,0.5,9,b,6,0,0,0
network,half,0.5,9,b,7,0,0,0
network,half,0.5,9,b,8,0,0,0
network,half,0.5,9,b,9,0,0,0
network,half,0.5,10,b,0,69,69,0
network,half,0.5,10,b,1,80,75,5
network,half,0.5,10,b,2,38,38,0
network,half,0.5,10,b,3,11,11,0
network,half,0.5,10,b,4,1,1,0
network,half,0.5,10,b,5,0,0,0
network,half,0.5,10,b,6,0,0,0
network,half,0.5,10,b,7,0,0,0
network,half,0.5,10,b,8,0,0,0
network,half,0.5,10,b,9,0,0,0
network,half,0.5,11,b,0,69,69,0
network,half,0.5,11,b,1,69,68,1
network,half,0.5,11,b,2,62,58,4
network,half,0.5,11,b,3,10,9,1
network,half,0.5,11,b,4,1,1,0
network,half,0.5,11,b,5,0,0,0
network,half,0.5,11,b,6,0,0,0
network,half,0.5,11,b,7,0,0,0
network,half,0.5,11,b,8,0,0,0
network,half,0.5,11,b,9,0,0,0
network,half,0.5,12,b,0,69,69,0
network,half,0.5,12,b,1,58,57,1
network,half,0.5,12,b,2,64,61,3
network,half,0.5,12,b,3,18,18,0
network,half,0.5,12,b,4,2,2,0
network,half,0.5,12,b,5,0,0,0
network,half,0.5,12,b,6,0,0,0
network,half,0.5,12,b,7,0,0,0
network,half,0.5,12,b,8,0,0,0
network,half,0.5,12,b,9,0,0,0
network,half,0.5,13,b,0,69,69,0
network,half,0.5,13,b,1,45,45,0
network,half,0.5,13,b,2,58,54,4
network,half,0.5,13,b,3,27,25,2
network,half,0.5,13,b,4,6,5,1
network,half,0.5,13,b,5,2,2,0
network,half,0.5,13,b,6,0,0,0
network,half,0.5,13,b,7,0,0,0
network,half,0.5,13,b,8,0,0,0
network,half,0.5,13,b,9,0,0,0
network,half,0.5,14,b,0,69,69,0
network,half,0.5,14,b,1,64,60,4
network,half,0.5,14,b,2,45,44,1
network,half,0.5,14,b,3,21,21,0
network,half,0.5,14,b,4,5,5,0
network,half,0.5,14,b,5,1,1,0
network,half,0.5,14,b,6,1,1,0
network,half,0.5,14,b,7,0,0,0
network,half,0.5,14,b,8,0,0,0
network,half,0.5,14,b,9,0,0,0
network,half,0.5,15,b,0,69,69,0
network,half,0.5,15,b,1,85,84,1
network,half,0.5,15,b,2,47,44,3
network,half,0.5,15,b,3,9,9,0
network,half,0.5,15,b,4,0,0,0
network,half,0.5,15,b,5,0,0,0
network,half,0.5,15,b,6,0,0,0
network,half,0.5,15,b,7,0,0,0
network,half,0.5,15,b,8,0,0,0
network,half,0.5,15,b,9,0,0,0
network,half,0.5,16,b,0,69,69,0
network,half,0.5,16,b,1,70,69,1
network,half,0.5,16,b,2,42,41,1
network,half,0.5,16,b,3,15,15,0
network,half,0.5,16,b,4,6,4,2
network,half,0.5,16,b,5,1,1,0
network,half,0.5,16,b,6,0,0,0
network,half,0.5,16,b,7,0,0,0
network,half,0.5,16,b,8,0,0,0
network,half,0.5,16,b,9,0,0,0
network,half,0.5,17,b,0,69,69,0
network,half,0.5,17,b,1,86,84,2
network,half,0.5,17,b,2,55,53,2
network,half,0.5,17,b,3,9,8,1
network,half,0.5,17,b,4,2,2,0
network,half,0.5,17,b,5,0,0,0
network,half,0.5,17,b,6,0,0,0
network,half,0.5,17,b,7,0,0,0
network,half,0.5,17,b,8,0,0,0
network,half,0.5,17,b,9,0,0,0
network,half,0.5,18,b,0,69,69,0
network,half,0.5,18,b,1,65,63,2
network,half,0.5,18,b,2,57,56,1
network,half,0.5,18,b,3,11,11,0
network,half,0.5,18,b,4,1,0,1
network,half,0.5,18,b,5,0,0,0
network,half,0.5,18,b,6,0,0,0
